registry_entry_id,legacy_cluster_id,source_global_signal_cluster_id,registry_source,representative_expression,canonical_expression,candidate_id,first_seen_phase,source_arm,source_seed,source_generator,source_lane,field_list,operator_families,strict_mean_one_way_turnover,portfolio_replay_avg_one_way_turnover,portfolio_replay_long_only_sortino,strict_cost_adjusted_sortino
registry_114,cluster_038,cluster_038,phase3E_new_vs_phase3D_31,"CSRank(CSResidual(ZScore($vwap),CSRank(Delta($low,5))))","CSRank(CSResidual(ZScore($vwap),CSRank(Delta($low,5))))",agnostic-freeform-d8bd7f2e111e,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,agnostic_freeform_ast,agnostic_freeform_ast,"['$low', '$vwap']","['CSRank', 'CSResidual', 'Delta', 'ZScore']",0.303845,0.330058,1.097827,3.097287
registry_115,cluster_039,cluster_039,phase3E_new_vs_phase3D_31,"CSRank(Add(ZScore(Mean($high,5)),Sign(Mom($close,2))))","CSRank(Add(ZScore(Mean($high,5)),Sign(Mom($close,2))))",agnostic-freeform-9e503df15f34,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,agnostic_freeform_ast,agnostic_freeform_ast,"['$close', '$high']","['Add', 'CSRank', 'Mean', 'Mom', 'Sign', 'ZScore']",0.37319,0.40776,1.179501,3.153645
registry_116,cluster_040,cluster_040,phase3E_new_vs_phase3D_31,"CSRank(Mul(CSRank(Delta($high,3)),Mul(ZScore(Mom($final_float_market_cap,13)),ZScore($vwap))))","CSRank(Mul(CSRank(Delta($high,3)),Mul(ZScore(Mom($final_float_market_cap,13)),ZScore($vwap))))",agnostic-freeform-3e10fa20a8b6,Phase3E,Phase3E_E1_D3_plus_D2_sidecar,Phase3E_E1_D3_plus_D2_sidecar,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_float_market_cap', '$high', '$vwap']","['CSRank', 'Delta', 'Mom', 'Mul', 'ZScore']",0.371973,0.391445,0.634218,0.838142
registry_117,cluster_043,cluster_043,phase3E_new_vs_phase3D_31,"CSRank(CSResidual(CSRank(Std($final_total_market_cap,21)),ZScore(Std($volume,2))))","CSRank(CSResidual(CSRank(Std($final_total_market_cap,21)),ZScore(Std($volume,2))))",agnostic-freeform-dae05e7aac88,Phase3E,Phase3E_E2_D3_deployability_hardened,Phase3E_E2_D3_deployability_hardened,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_total_market_cap', '$volume']","['CSRank', 'CSResidual', 'Std', 'ZScore']",0.261265,0.280225,1.139542,1.646543
registry_118,cluster_044,cluster_044,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore(Std($close,2)),CSRank(Std($amount,21))))","CSRank(Mul(ZScore(Std($close,2)),CSRank(Std($amount,21))))",agnostic-freeform-3d8494bee390,Phase3E,Phase3E_E0_D3_primary,Phase3E_E0_D3_primary,agnostic_freeform_ast,agnostic_freeform_ast,"['$amount', '$close']","['CSRank', 'Mul', 'Std', 'ZScore']",0.607681,0.624255,0.727778,1.527928
registry_119,cluster_048,cluster_048,phase3E_new_vs_phase3D_31,"CSRank(Mul(CSRank(Std($open,34)),Corr($high,Mean($final_float_market_cap,8),21)))","CSRank(Mul(CSRank(Std($open,34)),Corr($high,Mean($final_float_market_cap,8),21)))",agnostic-freeform-907e27620b0f,Phase3E,Phase3E_E2_D3_deployability_hardened,Phase3E_E2_D3_deployability_hardened,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_float_market_cap', '$high', '$open']","['CSRank', 'Corr', 'Mean', 'Mul', 'Std']",0.231187,0.242308,0.761894,2.765135
registry_120,cluster_050,cluster_050,phase3E_new_vs_phase3D_31,"CSRank(Mul(CSRank(Mean(Abs($close),21)),ZScore(Mean(Abs(Delta($close,1)),20))))","CSRank(Mul(CSRank(Mean(Abs($close),21)),ZScore(Mean(Abs(Delta($close,1)),20))))",fgv2-repair-add_state_gate-fabcc2b993,Phase3E,Phase3E_E0_D3_primary,Phase3E_E0_D3_primary,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,['$close'],"['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",0.079715,0.097419,1.451521,3.257574
registry_121,cluster_051,cluster_051,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore(Std($low,5)),Mul(CSRank(Std($low,3)),Sign(Std($high,2)))))","CSRank(Mul(ZScore(Std($low,5)),Mul(CSRank(Std($low,3)),Sign(Std($high,2)))))",agnostic-freeform-fc9a5323fa49,Phase3E,Phase3E_E1_D3_plus_D2_sidecar,Phase3E_E1_D3_plus_D2_sidecar,agnostic_freeform_ast,agnostic_freeform_ast,"['$high', '$low']","['CSRank', 'Mul', 'Sign', 'Std', 'ZScore']",0.566277,0.574567,0.564323,1.3516
registry_122,cluster_053,cluster_053,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore($turnover_rate),Mul(Sign(Std($final_float_market_cap,8)),ZScore(Mean($open,5)))))","CSRank(Mul(ZScore($turnover_rate),Mul(Sign(Std($final_float_market_cap,8)),ZScore(Mean($open,5)))))",agnostic-freeform-3e2a5f436bcc,Phase3E,Phase3E_E1_D3_plus_D2_sidecar,Phase3E_E1_D3_plus_D2_sidecar,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_float_market_cap', '$open', '$turnover_rate']","['CSRank', 'Mean', 'Mul', 'Sign', 'Std', 'ZScore']",0.263746,0.273813,0.803682,3.844136
registry_123,cluster_054,cluster_054,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore(Std($close,21)),ZScore(Std($close,5))))","CSRank(Mul(ZScore(Std($close,21)),ZScore(Std($close,5))))",stockpit-cem_adaptive_grammar-9f3d1b47cd40,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,cem_adaptive_grammar,r0_cem_led,['$close'],"['CSRank', 'Mul', 'Std', 'ZScore']",0.303706,0.318159,0.87558,2.105278
registry_124,cluster_055,cluster_055,phase3E_new_vs_phase3D_31,"CSRank(Add(CSRank($close),CSRank(Delta($close,13))))","CSRank(Add(CSRank($close),CSRank(Delta($close,13))))",agnostic-freeform-16120276d90f,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,agnostic_freeform_ast,agnostic_freeform_ast,['$close'],"['Add', 'CSRank', 'Delta']",0.252748,0.264075,0.995738,1.425101
registry_125,cluster_057,cluster_057,phase3E_new_vs_phase3D_31,"Neg(CSRank(Std($volume,5)))","Neg(CSRank(Std($volume,5)))",stockpit-cem_adaptive_grammar-55de61ecde63,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,cem_adaptive_grammar,r0_cem_led,['$volume'],"['CSRank', 'Neg', 'Std']",0.27596,0.290619,0.722324,0.916967
registry_126,cluster_060,cluster_060,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore(Delta($open,8)),Mul(ZScore(Mean(Abs(Delta($high,1)),3)),ZScore(Mean($vwap,3)))))","CSRank(Mul(ZScore(Delta($open,8)),Mul(ZScore(Mean(Abs(Delta($high,1)),3)),ZScore(Mean($vwap,3)))))",agnostic-freeform-a1758f15f7ea,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,agnostic_freeform_ast,agnostic_freeform_ast,"['$high', '$open', '$vwap']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",0.279668,0.290044,0.810644,-0.021124
registry_127,cluster_062,cluster_062,phase3E_new_vs_phase3D_31,"CSRank(Mul(Sign(Mean($final_float_market_cap,34)),Mul(CSRank($vwap),CSRank($final_total_market_cap))))","CSRank(Mul(Sign(Mean($final_float_market_cap,34)),Mul(CSRank($vwap),CSRank($final_total_market_cap))))",agnostic-freeform-bf153db404b9,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_float_market_cap', '$final_total_market_cap', '$vwap']","['CSRank', 'Mean', 'Mul', 'Sign']",0.04463,0.057837,1.44015,1.21323
registry_128,cluster_064,cluster_064,phase3E_new_vs_phase3D_31,"Neg(CSRank(Mul(ZScore(Delta($close,5)),ZScore(Delta($close,21)))))","Neg(CSRank(Mul(ZScore(Delta($close,5)),ZScore(Delta($close,21)))))",stockpit-cem_adaptive_grammar-378242fdbe92,Phase3E,Phase3E_E0_D3_primary,Phase3E_E0_D3_primary,cem_adaptive_grammar,r0_cem_led,['$close'],"['CSRank', 'Delta', 'Mul', 'Neg', 'ZScore']",0.375194,0.384838,1.171956,-0.046512
registry_129,cluster_065,cluster_065,phase3E_new_vs_phase3D_31,"CSRank(Sub(CSRank(Mean(Abs(Delta($final_total_market_cap,1)),8)),ZScore($volume)))","CSRank(Sub(CSRank(Mean(Abs(Delta($final_total_market_cap,1)),8)),ZScore($volume)))",agnostic-freeform-f78bdb206872,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_total_market_cap', '$volume']","['Abs', 'CSRank', 'Delta', 'Mean', 'Sub', 'ZScore']",0.230996,0.242022,0.63798,1.200425
registry_130,cluster_066,cluster_066,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore(Mean(Abs(Delta($open,1)),8)),Corr(Mom($close,8),Mom($close,21),13)))","CSRank(Mul(ZScore(Mean(Abs(Delta($open,1)),8)),Corr(Mom($close,8),Mom($close,21),13)))",agnostic-freeform-095cbcaba18c,Phase3E,Phase3E_E2_D3_deployability_hardened,Phase3E_E2_D3_deployability_hardened,agnostic_freeform_ast,agnostic_freeform_ast,"['$close', '$open']","['Abs', 'CSRank', 'Corr', 'Delta', 'Mean', 'Mom', 'Mul', 'ZScore']",0.221523,0.238353,0.91144,1.652601
registry_131,cluster_067,cluster_067,phase3E_new_vs_phase3D_31,"CSRank(Mul(Sign(Mom($high,34)),Mul(Sign(Delta($open,13)),CSRank(Mean(Abs(Delta($final_total_market_cap,1)),34)))))","CSRank(Mul(Sign(Mom($high,34)),Mul(Sign(Delta($open,13)),CSRank(Mean(Abs(Delta($final_total_market_cap,1)),34)))))",agnostic-freeform-035ba54fd1dc,Phase3E,Phase3E_E1_D3_plus_D2_sidecar,Phase3E_E1_D3_plus_D2_sidecar,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_total_market_cap', '$high', '$open']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mom', 'Mul', 'Sign']",0.22976,0.24499,0.640715,0.27683
registry_132,cluster_074,cluster_074,phase3E_new_vs_phase3D_31,"CSRank(Add(Sign(Mom($turnover_rate,5)),CSRank(Mean($open,5))))","CSRank(Add(Sign(Mom($turnover_rate,5)),CSRank(Mean($open,5))))",agnostic-freeform-cf3b72fdf6f9,Phase3E,Phase3E_E2_D3_deployability_hardened,Phase3E_E2_D3_deployability_hardened,agnostic_freeform_ast,agnostic_freeform_ast,"['$open', '$turnover_rate']","['Add', 'CSRank', 'Mean', 'Mom', 'Sign']",0.424818,0.45044,0.764852,1.277395
registry_133,cluster_078,cluster_078,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore(Delta($low,34)),Corr(Std($final_float_market_cap,2),Delta($volume,5),8)))","CSRank(Mul(ZScore(Delta($low,34)),Corr(Std($final_float_market_cap,2),Delta($volume,5),8)))",agnostic-freeform-77e1f014fb70,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_float_market_cap', '$low', '$volume']","['CSRank', 'Corr', 'Delta', 'Mul', 'Std', 'ZScore']",0.26712,0.28406,0.78159,1.174954
registry_134,cluster_089,cluster_089,phase3E_new_vs_phase3D_31,"Neg(CSRank(CSResidual(CSRank(Delta($close,5)),CSRank(Delta($final_float_market_cap,5)))))","Neg(CSRank(CSResidual(CSRank(Delta($close,5)),CSRank(Delta($final_float_market_cap,5)))))",stockpit-cem_adaptive_grammar-f7a1573f8aff,Phase3E,Phase3E_E1_D3_plus_D2_sidecar,Phase3E_E1_D3_plus_D2_sidecar,cem_adaptive_grammar,r0_cem_led,"['$close', '$final_float_market_cap']","['CSRank', 'CSResidual', 'Delta', 'Neg']",0.51118,0.503623,0.514999,0.410598
registry_135,cluster_135,cluster_004,phase3H_new_vs_phase3E_15,"CSRank(Sub(CSRank(Mom($vwap,34)),ZScore(Std($volume,3))))","CSRank(Sub(CSRank(Mom($vwap,34)),ZScore(Std($volume,3))))",agnostic-freeform-806d5235bba6,Phase3H,Phase3H_H0_G0_stable,s33_h0,agnostic_freeform_ast,agnostic_freeform_ast,"['$volume', '$vwap']","['CSRank', 'Mom', 'Std', 'Sub', 'ZScore']",0.342091,0.346881,1.469839,4.320252
registry_136,cluster_136,cluster_015,phase3H_new_vs_phase3E_15,"CSRank(Mul(CSRank(Mul(ZScore(Delta($close,5)),ZScore(Delta($close,5)))),ZScore(Mean(Abs(Delta($close,1)),20))))","CSRank(Mul(CSRank(Mul(ZScore(Delta($close,5)),ZScore(Delta($close,5)))),ZScore(Mean(Abs(Delta($close,1)),20))))",fgv2-repair-add_state_gate-8c5791d8cd,Phase3H,Phase3H_H0_G0_stable,s34_h0,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,['$close'],"['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",0.356734,0.36877,1.432854,4.582608
registry_137,cluster_137,cluster_018,phase3H_new_vs_phase3E_15,"CSRank(Add(ZScore(Mean($vwap,34)),CSRank(Delta($volume,8))))","CSRank(Add(ZScore(Mean($vwap,34)),CSRank(Delta($volume,8))))",agnostic-freeform-3012000864f6,Phase3H,Phase3H_H1_G2_signal_vector_control,s35_h1,agnostic_freeform_ast,agnostic_freeform_ast,"['$volume', '$vwap']","['Add', 'CSRank', 'Delta', 'Mean', 'ZScore']",0.232384,0.257585,1.108181,3.647021
registry_138,cluster_138,cluster_019,phase3H_new_vs_phase3E_15,"CSRank(CSResidual(Sign(Delta($low,21)),ZScore(Delta($low,2))))","CSRank(CSResidual(Sign(Delta($low,21)),ZScore(Delta($low,2))))",agnostic-freeform-1ee07626df7e,Phase3H,Phase3H_H1_G2_signal_vector_control,s36_h1,agnostic_freeform_ast,agnostic_freeform_ast,['$low'],"['CSRank', 'CSResidual', 'Delta', 'Sign', 'ZScore']",0.625144,0.636582,0.593372,0.296186
registry_139,cluster_139,cluster_020,phase3H_new_vs_phase3E_15,"CSRank(Mul(ZScore(Mean(Abs(Delta($vwap,1)),13)),Corr(Delta($amount,21),Delay($close,1),5)))","CSRank(Mul(ZScore(Mean(Abs(Delta($vwap,1)),13)),Corr(Delta($amount,21),Delay($close,1),5)))",agnostic-freeform-e4ab618059c8,Phase3H,Phase3H_H1_G2_signal_vector_control,s36_h1,agnostic_freeform_ast,agnostic_freeform_ast,"['$amount', '$close', '$vwap']","['Abs', 'CSRank', 'Corr', 'Delay', 'Delta', 'Mean', 'Mul', 'ZScore']",0.391989,0.401062,1.089695,-0.044681
registry_140,cluster_140,cluster_021,phase3H_new_vs_phase3E_15,"CSRank(Mul(CSRank(Std($final_total_market_cap,13)),Mul(CSRank($final_total_market_cap),ZScore(Std($final_total_market_cap,21)))))","CSRank(Mul(CSRank(Std($final_total_market_cap,13)),Mul(CSRank($final_total_market_cap),ZScore(Std($final_total_market_cap,21)))))",agnostic-freeform-7ec86bf35fbd,Phase3H,Phase3H_H1_G2_signal_vector_control,s36_h1,agnostic_freeform_ast,agnostic_freeform_ast,['$final_total_market_cap'],"['CSRank', 'Mul', 'Std', 'ZScore']",0.127749,0.135676,0.512765,2.554441
registry_141,cluster_141,cluster_025,phase3H_new_vs_phase3E_15,"CSRank(Add(ZScore(Mean($close,34)),CSRank(Delta($final_total_market_cap,21))))","CSRank(Add(ZScore(Mean($close,34)),CSRank(Delta($final_total_market_cap,21))))",agnostic-freeform-96b7cdc28100,Phase3H,Phase3H_H1_G2_signal_vector_control,s34_h1,agnostic_freeform_ast,agnostic_freeform_ast,"['$close', '$final_total_market_cap']","['Add', 'CSRank', 'Delta', 'Mean', 'ZScore']",0.111955,0.128565,1.32251,2.948465
registry_142,cluster_142,cluster_026,phase3H_new_vs_phase3E_15,"CSRank(Mul(ZScore(Mean(Abs(Delta($high,1)),13)),Mul(ZScore($vwap),CSRank(Mean($vwap,8)))))","CSRank(Mul(ZScore(Mean(Abs(Delta($high,1)),13)),Mul(ZScore($vwap),CSRank(Mean($vwap,8)))))",agnostic-freeform-a89759d3657a,Phase3H,Phase3H_H0_G0_stable,s33_h0,agnostic_freeform_ast,agnostic_freeform_ast,"['$high', '$vwap']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",0.10336,0.115093,1.291597,2.660013
registry_143,cluster_143,cluster_028,phase3H_new_vs_phase3E_15,"CSRank(CSResidual(ZScore(Delta($low,34)),ZScore(Mean($turnover_rate,3))))","CSRank(CSResidual(ZScore(Delta($low,34)),ZScore(Mean($turnover_rate,3))))",agnostic-freeform-16b6c661391f,Phase3H,Phase3H_H0_G0_stable,s36_h0,agnostic_freeform_ast,replay_aware_residual,"['$low', '$turnover_rate']","['CSRank', 'CSResidual', 'Delta', 'Mean', 'ZScore']",0.154218,0.171286,1.070938,1.562755
registry_144,cluster_144,cluster_034,phase3H_new_vs_phase3E_15,"CSRank(Mul(CSRank($open),CSRank(Delta($high,2))))","CSRank(Mul(CSRank($open),CSRank(Delta($high,2))))",agnostic-freeform-e372c7319500,Phase3H,Phase3H_H0_G0_stable,s36_h0,agnostic_freeform_ast,agnostic_freeform_ast,"['$high', '$open']","['CSRank', 'Delta', 'Mul']",0.376419,0.388325,0.801616,1.803278
registry_145,cluster_145,cluster_038,phase3H_new_vs_phase3E_15,"CSRank(Mul(ZScore(Mean($vwap,13)),Corr(Mom($high,21),$volume,5)))","CSRank(Mul(ZScore(Mean($vwap,13)),Corr(Mom($high,21),$volume,5)))",agnostic-freeform-c22dd26ab358,Phase3H,Phase3H_H0_G0_stable,s35_h0,agnostic_freeform_ast,replay_aware_residual,"['$high', '$volume', '$vwap']","['CSRank', 'Corr', 'Mean', 'Mom', 'Mul', 'ZScore']",0.412346,0.425803,0.960076,0.605013
registry_146,cluster_146,cluster_039,phase3H_new_vs_phase3E_15,"CSRank(Mul(ZScore(Mean($final_total_market_cap,34)),ZScore(Delta($final_total_market_cap,17))))","CSRank(Mul(ZScore(Mean($final_total_market_cap,34)),ZScore(Delta($final_total_market_cap,17))))",phase3repair-failure_detail-duplicate_escape-066245d90aa4,Phase3H,Phase3H_H0_G0_stable,s34_h0,ast_failure_aware_repair,ast_failure_aware_repair,['$final_total_market_cap'],"['CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",0.162536,0.1715,0.528352,0.604855
registry_147,cluster_147,cluster_045,phase3H_new_vs_phase3E_15,"CSRank(CSResidual(CSRank(Mean(Abs($volume),5)),CSRank(Mean(Abs($close),21))))","CSRank(CSResidual(CSRank(Mean(Abs($volume),5)),CSRank(Mean(Abs($close),21))))",stockpit-cem_adaptive_grammar-ba2754d1bf17,Phase3H,Phase3H_H0_G0_stable,s33_h0,cem_adaptive_grammar,r0_cem_led,"['$close', '$volume']","['Abs', 'CSRank', 'CSResidual', 'Mean']",0.081663,0.115425,0.639592,1.191657
registry_148,cluster_148,cluster_046,phase3H_new_vs_phase3E_15,"CSRank(CSResidual(CSRank(Mom($close,8)),CSRank(Mom($final_float_market_cap,8))))","CSRank(CSResidual(CSRank(Mom($close,8)),CSRank(Mom($final_float_market_cap,8))))",stockpit-cem_adaptive_grammar-5d96a5aa6e5c,Phase3H,Phase3H_H0_G0_stable,s34_h0,cem_adaptive_grammar,r0_cem_led,"['$close', '$final_float_market_cap']","['CSRank', 'CSResidual', 'Mom']",0.61568,0.576383,0.725861,0.867769
registry_149,cluster_149,cluster_049,phase3H_new_vs_phase3E_15,"CSRank(CSResidual(ZScore(Delta($vwap,13)),CSRank(Delta($low,3))))","CSRank(CSResidual(ZScore(Delta($vwap,13)),CSRank(Delta($low,3))))",agnostic-freeform-1dcf28148787,Phase3H,Phase3H_H1_G2_signal_vector_control,s36_h1,agnostic_freeform_ast,agnostic_freeform_ast,"['$low', '$vwap']","['CSRank', 'CSResidual', 'Delta', 'ZScore']",0.255658,0.266491,0.621509,-0.016159
