field,route,true_1min_status,reason,available_after,formula_usage_count
evt_uplimit_fd_close,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,after_event_observable_time,8
evt_uplimit_fd_max,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,after_event_observable_time,8
final_float_market_cap,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,38
final_total_market_cap,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,12
float_share,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,12
m1_amount_day,minute_derived_after_close_or_label,forbidden,after-close summary or execution label cannot be selector input,after_close,5
m1_first15_amount,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,09:45,5
m1_first15_high,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,09:45,4
m1_first15_last_return_vs_open,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,09:45,5
m1_first15_low,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,09:45,4
m1_first15_range,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,09:45,5
m1_first15_vol,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,09:45,5
m1_first15_vwap,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,09:45,5
m1_first15_vwap_return_vs_open,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,09:45,5
m1_first30_amount,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,10:00,5
m1_first30_high,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,10:00,4
m1_first30_last_return_vs_open,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,10:00,5
m1_first30_low,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,10:00,4
m1_first30_range,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,10:00,5
m1_first30_vol,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,10:00,5
m1_first30_vwap,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,10:00,5
m1_first30_vwap_return_vs_open,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,10:00,5
m1_first5_amount,opening_window_feature,recompute_on_trade_time_backbone_required,valid firstN/opening-window feature; not a 5/15/30min data frequency,09:35,5
volume,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,66
vwap,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,8
